preference_id,genre,category_id,user_id
642,19,3,1062
643,22,3,1062
644,23,3,1062
645,999,6,1062
646,999,7,1062
647,999,11,1062
648,1,1,1063
649,2,1,1063
650,3,1,1063
651,5,1,1063
652,6,1,1063
653,7,1,1063
654,10,1,1063
655,14,2,1063
656,17,2,1063
657,19,3,1063
658,20,3,1063
659,22,3,1063
660,999,7,1063
661,999,10,1063
662,1,1,1064
663,2,1,1064
664,6,1,1064
665,7,1,1064
666,8,1,1064
667,9,1,1064
668,11,1,1064
669,12,1,1064
670,13,2,1064
671,14,2,1064
672,16,2,1064
673,17,2,1064
674,18,2,1064
675,19,3,1064
676,21,3,1064
677,23,3,1064
678,24,3,1064
679,999,7,1064
680,999,10,1064
681,999,11,1064
682,2,1,1065
683,4,1,1065
684,5,1,1065
685,19,3,1065
686,20,3,1065
687,21,3,1065
688,24,3,1065
689,999,7,1065
690,999,9,1065
691,999,10,1065
692,1,1,1066
693,7,1,1066
694,13,2,1066
695,14,2,1066
696,17,2,1066
697,18,2,1066
698,19,3,1066
699,20,3,1066
700,21,3,1066
701,22,3,1066
702,999,5,1066
703,999,7,1066
704,999,10,1066
705,3,1,1067
706,5,1,1067
707,9,1,1067
708,10,1,1067
709,11,1,1067
710,14,2,1067
711,17,2,1067
712,19,3,1067
713,24,3,1067
714,999,7,1067
715,999,10,1067
716,999,11,1067
717,1,1,1068
718,3,1,1068
719,4,1,1068
720,5,1,1068
721,7,1,1068
722,8,1,1068
723,10,1,1068
724,19,3,1068
725,23,3,1068
726,999,7,1068
727,999,9,1068
728,999,10,1068
729,2,1,1069
730,3,1,1069
731,4,1,1069
732,8,1,1069
733,13,2,1069
734,14,2,1069
735,17,2,1069
736,18,2,1069
737,19,3,1069
738,20,3,1069
739,21,3,1069
740,22,3,1069
741,23,3,1069
742,24,3,1069
743,999,7,1069
744,999,9,1069
745,999,10,1069
746,999,11,1069
747,1,1,1070
748,2,1,1070
749,3,1,1070
750,5,1,1070
751,6,1,1070
752,11,1,1070
753,14,2,1070
754,17,2,1070
755,19,3,1070
756,20,3,1070
757,22,3,1070
758,23,3,1070
759,24,3,1070
760,999,6,1070
761,999,7,1070
762,999,9,1070
763,999,10,1070
764,2,1,1072
765,4,1,1072
766,5,1,1072
767,6,1,1072
768,9,1,1072
769,11,1,1072
770,12,1,1072
771,13,2,1072
772,14,2,1072
773,19,3,1072
774,20,3,1072
775,23,3,1072
776,999,5,1072
777,999,6,1072
778,999,7,1072
779,1,1,1073
780,2,1,1073
781,3,1,1073
782,4,1,1073
783,5,1,1073
784,6,1,1073
785,7,1,1073
786,10,1,1073
787,13,2,1073
788,19,3,1073
789,999,7,1073
790,999,10,1073
791,999,11,1073
792,1,1,1074
793,2,1,1074
794,3,1,1074
795,8,1,1074
796,9,1,1074
797,12,1,1074
798,13,2,1074
799,14,2,1074
800,17,2,1074
801,19,3,1074
802,20,3,1074
803,21,3,1074
804,22,3,1074
805,24,3,1074
806,999,5,1074
807,999,7,1074
808,999,10,1074
809,999,11,1074
810,2,1,1075
811,6,1,1075
812,13,2,1075
813,14,2,1075
814,19,3,1075
815,20,3,1075
816,21,3,1075
817,22,3,1075
818,999,5,1075
819,999,6,1075
820,2,1,1076
821,9,1,1076
822,11,1,1076
823,14,2,1076
824,16,2,1076
825,19,3,1076
826,20,3,1076
827,999,5,1076
828,999,6,1076
829,999,7,1076
830,2,1,1077
831,3,1,1077
832,5,1,1077
833,6,1,1077
834,13,2,1077
835,14,2,1077
836,18,2,1077
837,19,3,1077
838,999,6,1077
839,999,7,1077
840,1,1,1078
841,2,1,1078
842,3,1,1078
843,9,1,1078
844,12,1,1078
845,13,2,1078
846,14,2,1078
847,19,3,1078
848,20,3,1078
849,22,3,1078
850,23,3,1078
851,24,3,1078
852,999,5,1078
853,999,9,1078
854,999,10,1078
855,999,11,1078
856,3,1,1079
857,5,1,1079
858,6,1,1079
859,9,1,1079
860,12,1,1079
861,14,2,1079
862,19,3,1079
863,23,3,1079
864,999,6,1079
865,999,7,1079
866,1,1,1080
867,4,1,1080
868,7,1,1080
869,19,3,1080
870,20,3,1080
871,999,7,1080
872,999,10,1080
873,1,1,1081
874,2,1,1081
875,13,2,1081
876,14,2,1081
877,16,2,1081
878,17,2,1081
879,18,2,1081
880,19,3,1081
881,20,3,1081
882,21,3,1081
883,22,3,1081
884,23,3,1081
885,24,3,1081
886,999,10,1081
887,999,11,1081
888,1,1,1082
889,2,1,1082
890,3,1,1082
891,4,1,1082
892,5,1,1082
893,7,1,1082
894,14,2,1082
895,17,2,1082
896,999,5,1082
897,999,7,1082
898,1,1,1083
899,2,1,1083
900,5,1,1083
901,7,1,1083
902,9,1,1083
903,11,1,1083
904,13,2,1083
905,14,2,1083
906,17,2,1083
907,19,3,1083
908,20,3,1083
909,21,3,1083
910,22,3,1083
911,23,3,1083
912,24,3,1083
913,999,6,1083
914,999,7,1083
915,999,9,1083
916,999,10,1083
917,999,11,1083
918,6,1,1084
919,8,1,1084
920,9,1,1084
921,10,1,1084
922,11,1,1084
923,12,1,1084
924,14,2,1084
925,15,2,1084
926,19,3,1084
927,20,3,1084
928,24,3,1084
929,999,6,1084
930,999,11,1084
931,2,1,1085
932,3,1,1085
933,5,1,1085
934,6,1,1085
935,9,1,1085
936,14,2,1085
937,15,2,1085
938,17,2,1085
939,19,3,1085
940,21,3,1085
941,22,3,1085
942,24,3,1085
943,999,5,1085
944,2,1,1086
945,6,1,1086
946,19,3,1086
947,23,3,1086
948,24,3,1086
949,999,6,1086
950,1,1,1087
951,14,2,1087
952,15,2,1087
953,19,3,1087
954,999,6,1087
955,999,7,1087
956,999,9,1087
957,999,11,1087
